"2017-04-13 09:47:58 [restartedMain] INFO  c.c.web.config.QuizWarApplication - Starting QuizWarApplication on yuXiaoyangdeMacBook-Pro.local with PID 2353 (/Users/boxiao/working/alt/src/github/quiz/quiz-webapp/target/classes started by boxiao in /Users/boxiao/working/alt/src/github/quiz/quiz-webapp)
""2017-04-13 09:47:58 [restartedMain] DEBUG c.c.web.config.QuizWarApplication - Running with Spring Boot v1.5.2.RELEASE, Spring v4.3.7.RELEASE
""2017-04-17 22:24:51 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
""2017-04-17 22:24:51 [restartedMain] INFO  c.c.quiz.service.impl.dao.QuizDaoExt -  DataSource is org.apache.commons.dbcp2.BasicDataSource@3040c849
""2017-04-17 22:24:51 [restartedMain] INFO  c.c.quiz.service.impl.dao.QuizDaoExt - DataSource connection pool initial size is 1
""2017-04-17 22:24:51 [restartedMain] INFO  c.c.quiz.service.impl.dao.QuizDaoExt - DataSource connection max idle time 8
""2017-04-17 22:24:51 [restartedMain] INFO  c.c.q.web.config.QuizWarApplication - dataSource is org.apache.commons.dbcp2.BasicDataSource@3040c849
""2017-04-17 22:24:51 [restartedMain] INFO  c.c.q.web.config.QuizWarApplication - dataSource class name is org.apache.commons.dbcp2.BasicDataSource
""2017-04-17 22:24:51 [restartedMain] INFO  c.c.q.web.config.QuizWarApplication - dataSource URL jdbc:mysql://192.168.99.100:3306/quiz?serverTimezone=UTC 
""2017-04-17 22:24:51 [restartedMain] INFO  c.c.q.web.config.QuizWarApplication - Configuration1 is DefaultConfiguration [
	connected=true,
	transactional=false,
	dialect=MYSQL,
	data={},
	settings=
		<?xml version="1.0" encoding="UTF-8" standalone="yes"?>
		<settings xmlns:ns2="http://www.jooq.org/xsd/jooq-runtime-3.9.0.xsd">
		    <ns2:renderCatalog>true</ns2:renderCatalog>
		    <ns2:renderSchema>true</ns2:renderSchema>
		    <ns2:renderNameStyle>QUOTED</ns2:renderNameStyle>
		    <ns2:renderKeywordStyle>AS_IS</ns2:renderKeywordStyle>
		    <ns2:renderFormatted>false</ns2:renderFormatted>
		    <ns2:renderScalarSubqueriesForStoredFunctions>false</ns2:renderScalarSubqueriesForStoredFunctions>
		    <ns2:backslashEscaping>DEFAULT</ns2:backslashEscaping>
		    <ns2:paramType>INDEXED</ns2:paramType>
		    <ns2:statementType>PREPARED_STATEMENT</ns2:statementType>
		    <ns2:executeLogging>true</ns2:executeLogging>
		    <ns2:executeWithOptimisticLocking>false</ns2:executeWithOptimisticLocking>
		    <ns2:executeWithOptimisticLockingExcludeUnversioned>false</ns2:executeWithOptimisticLockingExcludeUnversioned>
		    <ns2:attachRecords>true</ns2:attachRecords>
		    <ns2:updatablePrimaryKeys>false</ns2:updatablePrimaryKeys>
		    <ns2:reflectionCaching>true</ns2:reflectionCaching>
		    <ns2:fetchWarnings>true</ns2:fetchWarnings>
		    <ns2:returnAllOnUpdatableRecord>false</ns2:returnAllOnUpdatableRecord>
		    <ns2:mapJPAAnnotations>true</ns2:mapJPAAnnotations>
		    <ns2:queryTimeout>0</ns2:queryTimeout>
		    <ns2:maxRows>0</ns2:maxRows>
		    <ns2:fetchSize>0</ns2:fetchSize>
		    <ns2:debugInfoOnStackTrace>true</ns2:debugInfoOnStackTrace>
		    <ns2:inListPadding>false</ns2:inListPadding>
		</settings>
]
""2017-04-17 22:24:51 [restartedMain] INFO  c.c.q.web.config.QuizWarApplication - SQL dialect is MySQL
""2017-04-17 22:24:51 [restartedMain] INFO  c.c.q.web.config.QuizWarApplication - Configuration2 is DefaultConfiguration [
	connected=true,
	transactional=false,
	dialect=MYSQL,
	data={},
	settings=
		<?xml version="1.0" encoding="UTF-8" standalone="yes"?>
		<settings xmlns:ns2="http://www.jooq.org/xsd/jooq-runtime-3.9.0.xsd">
		    <ns2:renderCatalog>true</ns2:renderCatalog>
		    <ns2:renderSchema>true</ns2:renderSchema>
		    <ns2:renderNameStyle>QUOTED</ns2:renderNameStyle>
		    <ns2:renderKeywordStyle>AS_IS</ns2:renderKeywordStyle>
		    <ns2:renderFormatted>false</ns2:renderFormatted>
		    <ns2:renderScalarSubqueriesForStoredFunctions>false</ns2:renderScalarSubqueriesForStoredFunctions>
		    <ns2:backslashEscaping>DEFAULT</ns2:backslashEscaping>
		    <ns2:paramType>INDEXED</ns2:paramType>
		    <ns2:statementType>PREPARED_STATEMENT</ns2:statementType>
		    <ns2:executeLogging>true</ns2:executeLogging>
		    <ns2:executeWithOptimisticLocking>false</ns2:executeWithOptimisticLocking>
		    <ns2:executeWithOptimisticLockingExcludeUnversioned>false</ns2:executeWithOptimisticLockingExcludeUnversioned>
		    <ns2:attachRecords>true</ns2:attachRecords>
		    <ns2:updatablePrimaryKeys>false</ns2:updatablePrimaryKeys>
		    <ns2:reflectionCaching>true</ns2:reflectionCaching>
		    <ns2:fetchWarnings>true</ns2:fetchWarnings>
		    <ns2:returnAllOnUpdatableRecord>false</ns2:returnAllOnUpdatableRecord>
		    <ns2:mapJPAAnnotations>true</ns2:mapJPAAnnotations>
		    <ns2:queryTimeout>0</ns2:queryTimeout>
		    <ns2:maxRows>0</ns2:maxRows>
		    <ns2:fetchSize>0</ns2:fetchSize>
		    <ns2:debugInfoOnStackTrace>true</ns2:debugInfoOnStackTrace>
		    <ns2:inListPadding>false</ns2:inListPadding>
		</settings>
]
""2017-04-17 22:24:52 [restartedMain] INFO  c.c.q.s.impl.dao.QuizQuestionDaoExt - Initializing JOOQ configuration
""2017-04-17 22:24:52 [restartedMain] INFO  c.c.q.s.i.ZymQuizAnswerSheetProcessor - Initializing Score Rules
""2017-04-17 22:24:52 [restartedMain] INFO  c.c.q.w.u.QuizAnswerSheetProcessorFactory - Initializing QuizAnswerSheetProcessors
""2017-04-17 22:24:52 [restartedMain] INFO  c.c.q.web.controller.QuizController - Start to initialize the questions MAP
""2017-04-17 22:24:52 [restartedMain] INFO  c.c.q.s.i.ZymQuizQuestionGenerator - Generating quiz ZYM's questions
""2017-04-17 22:24:52 [restartedMain] DEBUG c.c.q.s.impl.dao.QuizQuestionDaoExt - Fetching questions of QUIZ zym
""2017-04-17 22:24:52 [restartedMain] INFO  org.jooq.Constants - 
                                      
@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
@@@@@@@@@@@@@@@@  @@        @@@@@@@@@@
@@@@@@@@@@@@@@@@@@@@        @@@@@@@@@@
@@@@@@@@@@@@@@@@  @@  @@    @@@@@@@@@@
@@@@@@@@@@  @@@@  @@  @@    @@@@@@@@@@
@@@@@@@@@@        @@        @@@@@@@@@@
@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
@@@@@@@@@@        @@        @@@@@@@@@@
@@@@@@@@@@    @@  @@  @@@@  @@@@@@@@@@
@@@@@@@@@@    @@  @@  @@@@  @@@@@@@@@@
@@@@@@@@@@        @@  @  @  @@@@@@@@@@
@@@@@@@@@@        @@        @@@@@@@@@@
@@@@@@@@@@@@@@@@@@@@@@@  @@@@@@@@@@@@@
@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@  Thank you for using jOOQ 3.9.1
                                      
""2017-04-17 22:24:52 [restartedMain] DEBUG c.c.q.s.impl.dao.QuizQuestionDaoExt - Fetched 3 QUIZ questions
""2017-04-17 22:24:52 [restartedMain] INFO  c.c.q.web.controller.QuizController - The questions MAP has been initialized
""2017-04-17 22:24:52 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@44a6f374, org.springframework.security.web.context.SecurityContextPersistenceFilter@711fa09c, org.springframework.security.web.header.HeaderWriterFilter@6f7ade0e, org.springframework.security.web.csrf.CsrfFilter@6ce03f73, org.springframework.security.web.authentication.logout.LogoutFilter@2f7dd351, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@1e223a0c, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1a6f3edc, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2e899b10, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2252111a, org.springframework.security.web.session.SessionManagementFilter@39665017, org.springframework.security.web.access.ExceptionTranslationFilter@ba759d7, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@35c13368]
""2017-04-17 22:24:53 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
""2017-04-17 22:24:53 [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
""2017-04-17 22:24:53 [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'dataSource' has been autodetected for JMX exposure
""2017-04-17 22:24:53 [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located MBean 'dataSource': registering with JMX server as MBean [org.apache.commons.dbcp2:name=dataSource,type=BasicDataSource]
""2017-04-17 22:24:53 [restartedMain] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8080 (http)
""2017-04-17 22:24:53 [restartedMain] INFO  c.c.q.web.config.QuizWarApplication - Started QuizWarApplication in 4.281 seconds (JVM running for 4.62)
""2017-04-17 22:24:58 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
""2017-04-17 22:24:58 [http-nio-8080-exec-1] INFO  c.c.q.web.controller.QuizController - User name is user
""2017-04-17 22:24:58 [http-nio-8080-exec-1] DEBUG c.c.q.web.controller.QuizController - display Zhi Ye Mao quiz ......
""2017-04-17 22:24:58 [http-nio-8080-exec-1] DEBUG c.c.q.web.controller.QuizController - Question size is 3
""2017-04-17 22:26:56 [http-nio-8080-exec-4] DEBUG c.c.q.web.controller.QuizController - The request is /login
""2017-04-17 22:26:56 [http-nio-8080-exec-4] DEBUG c.c.q.s.i.a.DefaultSecurityService - Auto login user successfully!
""2017-04-17 22:26:56 [http-nio-8080-exec-5] INFO  c.c.q.web.controller.QuizController - User name is user
""2017-04-17 22:26:56 [http-nio-8080-exec-5] DEBUG c.c.q.web.controller.QuizController - display Zhi Ye Mao quiz ......
""2017-04-17 22:26:56 [http-nio-8080-exec-5] DEBUG c.c.q.web.controller.QuizController - Question size is 3
""2017-04-17 22:28:50 [Thread-6] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Closing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@3c66e592: startup date [Mon Apr 17 22:24:49 CST 2017]; root of context hierarchy
""2017-04-17 22:28:50 [Thread-6] INFO  o.s.j.e.a.AnnotationMBeanExporter - Unregistering JMX-exposed beans on shutdown
""2017-04-17 22:28:50 [Thread-6] INFO  o.s.j.e.a.AnnotationMBeanExporter - Unregistering JMX-exposed beans
""2017-04-17 22:28:50 [Thread-6] WARN  o.a.commons.dbcp2.BasicDataSource - Failed to unregister the JMX name: org.apache.commons.dbcp2:name=dataSource,type=BasicDataSource
"javax.management.InstanceNotFoundException: org.apache.commons.dbcp2:name=dataSource,type=BasicDataSource
	at com.sun.jmx.interceptor.DefaultMBeanServerInterceptor.getMBean(DefaultMBeanServerInterceptor.java:1095)
	at com.sun.jmx.interceptor.DefaultMBeanServerInterceptor.exclusiveUnregisterMBean(DefaultMBeanServerInterceptor.java:427)
	at com.sun.jmx.interceptor.DefaultMBeanServerInterceptor.unregisterMBean(DefaultMBeanServerInterceptor.java:415)
	at com.sun.jmx.mbeanserver.JmxMBeanServer.unregisterMBean(JmxMBeanServer.java:546)
	at org.apache.commons.dbcp2.BasicDataSource.close(BasicDataSource.java:1917)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:497)
	at org.springframework.beans.factory.support.DisposableBeanAdapter.invokeCustomDestroyMethod(DisposableBeanAdapter.java:364)
	at org.springframework.beans.factory.support.DisposableBeanAdapter.destroy(DisposableBeanAdapter.java:287)
	at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.destroyBean(DefaultSingletonBeanRegistry.java:578)
	at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.destroySingleton(DefaultSingletonBeanRegistry.java:554)
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.destroySingleton(DefaultListableBeanFactory.java:961)
	at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.destroySingletons(DefaultSingletonBeanRegistry.java:523)
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.destroySingletons(DefaultListableBeanFactory.java:968)
	at org.springframework.context.support.AbstractApplicationContext.destroyBeans(AbstractApplicationContext.java:1033)
	at org.springframework.context.support.AbstractApplicationContext.doClose(AbstractApplicationContext.java:1009)
	at org.springframework.context.support.AbstractApplicationContext.close(AbstractApplicationContext.java:961)
	at org.springframework.boot.devtools.restart.Restarter.stop(Restarter.java:321)
	at org.springframework.boot.devtools.restart.Restarter$2.call(Restarter.java:258)
	at org.springframework.boot.devtools.restart.Restarter$2.call(Restarter.java:254)
	at org.springframework.boot.devtools.restart.Restarter$LeakSafeThread.run(Restarter.java:627)
"2017-04-17 22:28:51 [restartedMain] INFO  c.c.q.web.config.QuizWarApplication - Starting QuizWarApplication on yuXiaoyangdeMacBook-Pro.local with PID 4718 (/Users/boxiao/working/alt/src/github/quiz/quiz-webapp/target/classes started by boxiao in /Users/boxiao/working/alt/src/github/quiz/quiz-webapp)
""2017-04-17 22:28:51 [restartedMain] DEBUG c.c.q.web.config.QuizWarApplication - Running with Spring Boot v1.5.2.RELEASE, Spring v4.3.7.RELEASE
""2017-04-17 22:28:51 [restartedMain] INFO  c.c.q.web.config.QuizWarApplication - No active profile set, falling back to default profiles: default
""2017-04-17 22:28:51 [restartedMain] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@15bf1bbc: startup date [Mon Apr 17 22:28:51 CST 2017]; root of context hierarchy
""2017-04-17 22:28:51 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$47e52ddb] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
""2017-04-17 22:28:51 [restartedMain] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 8080 (http)
""2017-04-17 22:28:51 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service Tomcat
""2017-04-17 22:28:51 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.11
""2017-04-17 22:28:51 [localhost-startStop-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
""2017-04-17 22:28:51 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
""2017-04-17 22:28:51 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
""2017-04-17 22:28:51 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
""2017-04-17 22:28:51 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
""2017-04-17 22:28:51 [localhost-startStop-1] INFO  o.s.b.w.s.DelegatingFilterProxyRegistrationBean - Mapping filter: 'springSecurityFilterChain' to: [/*]
""2017-04-17 22:28:51 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
""2017-04-17 22:28:51 [restartedMain] INFO  c.c.quiz.service.impl.dao.QuizDaoExt -  DataSource is org.apache.commons.dbcp2.BasicDataSource@66eef8a6
""2017-04-17 22:28:51 [restartedMain] INFO  c.c.quiz.service.impl.dao.QuizDaoExt - DataSource connection pool initial size is 1
""2017-04-17 22:28:51 [restartedMain] INFO  c.c.quiz.service.impl.dao.QuizDaoExt - DataSource connection max idle time 8
""2017-04-17 22:28:51 [restartedMain] INFO  c.c.q.web.config.QuizWarApplication - dataSource is org.apache.commons.dbcp2.BasicDataSource@66eef8a6
""2017-04-17 22:28:51 [restartedMain] INFO  c.c.q.web.config.QuizWarApplication - dataSource class name is org.apache.commons.dbcp2.BasicDataSource
""2017-04-17 22:28:51 [restartedMain] INFO  c.c.q.web.config.QuizWarApplication - dataSource URL jdbc:mysql://192.168.99.100:3306/quiz?serverTimezone=UTC 
""2017-04-17 22:28:51 [restartedMain] INFO  c.c.q.web.config.QuizWarApplication - Configuration1 is DefaultConfiguration [
	connected=true,
	transactional=false,
	dialect=MYSQL,
	data={},
	settings=
		<?xml version="1.0" encoding="UTF-8" standalone="yes"?>
		<settings xmlns:ns2="http://www.jooq.org/xsd/jooq-runtime-3.9.0.xsd">
		    <ns2:renderCatalog>true</ns2:renderCatalog>
		    <ns2:renderSchema>true</ns2:renderSchema>
		    <ns2:renderNameStyle>QUOTED</ns2:renderNameStyle>
		    <ns2:renderKeywordStyle>AS_IS</ns2:renderKeywordStyle>
		    <ns2:renderFormatted>false</ns2:renderFormatted>
		    <ns2:renderScalarSubqueriesForStoredFunctions>false</ns2:renderScalarSubqueriesForStoredFunctions>
		    <ns2:backslashEscaping>DEFAULT</ns2:backslashEscaping>
		    <ns2:paramType>INDEXED</ns2:paramType>
		    <ns2:statementType>PREPARED_STATEMENT</ns2:statementType>
		    <ns2:executeLogging>true</ns2:executeLogging>
		    <ns2:executeWithOptimisticLocking>false</ns2:executeWithOptimisticLocking>
		    <ns2:executeWithOptimisticLockingExcludeUnversioned>false</ns2:executeWithOptimisticLockingExcludeUnversioned>
		    <ns2:attachRecords>true</ns2:attachRecords>
		    <ns2:updatablePrimaryKeys>false</ns2:updatablePrimaryKeys>
		    <ns2:reflectionCaching>true</ns2:reflectionCaching>
		    <ns2:fetchWarnings>true</ns2:fetchWarnings>
		    <ns2:returnAllOnUpdatableRecord>false</ns2:returnAllOnUpdatableRecord>
		    <ns2:mapJPAAnnotations>true</ns2:mapJPAAnnotations>
		    <ns2:queryTimeout>0</ns2:queryTimeout>
		    <ns2:maxRows>0</ns2:maxRows>
		    <ns2:fetchSize>0</ns2:fetchSize>
		    <ns2:debugInfoOnStackTrace>true</ns2:debugInfoOnStackTrace>
		    <ns2:inListPadding>false</ns2:inListPadding>
		</settings>
]
""2017-04-17 22:28:51 [restartedMain] INFO  c.c.q.web.config.QuizWarApplication - SQL dialect is MySQL
""2017-04-17 22:28:51 [restartedMain] INFO  c.c.q.web.config.QuizWarApplication - Configuration2 is DefaultConfiguration [
	connected=true,
	transactional=false,
	dialect=MYSQL,
	data={},
	settings=
		<?xml version="1.0" encoding="UTF-8" standalone="yes"?>
		<settings xmlns:ns2="http://www.jooq.org/xsd/jooq-runtime-3.9.0.xsd">
		    <ns2:renderCatalog>true</ns2:renderCatalog>
		    <ns2:renderSchema>true</ns2:renderSchema>
		    <ns2:renderNameStyle>QUOTED</ns2:renderNameStyle>
		    <ns2:renderKeywordStyle>AS_IS</ns2:renderKeywordStyle>
		    <ns2:renderFormatted>false</ns2:renderFormatted>
		    <ns2:renderScalarSubqueriesForStoredFunctions>false</ns2:renderScalarSubqueriesForStoredFunctions>
		    <ns2:backslashEscaping>DEFAULT</ns2:backslashEscaping>
		    <ns2:paramType>INDEXED</ns2:paramType>
		    <ns2:statementType>PREPARED_STATEMENT</ns2:statementType>
		    <ns2:executeLogging>true</ns2:executeLogging>
		    <ns2:executeWithOptimisticLocking>false</ns2:executeWithOptimisticLocking>
		    <ns2:executeWithOptimisticLockingExcludeUnversioned>false</ns2:executeWithOptimisticLockingExcludeUnversioned>
		    <ns2:attachRecords>true</ns2:attachRecords>
		    <ns2:updatablePrimaryKeys>false</ns2:updatablePrimaryKeys>
		    <ns2:reflectionCaching>true</ns2:reflectionCaching>
		    <ns2:fetchWarnings>true</ns2:fetchWarnings>
		    <ns2:returnAllOnUpdatableRecord>false</ns2:returnAllOnUpdatableRecord>
		    <ns2:mapJPAAnnotations>true</ns2:mapJPAAnnotations>
		    <ns2:queryTimeout>0</ns2:queryTimeout>
		    <ns2:maxRows>0</ns2:maxRows>
		    <ns2:fetchSize>0</ns2:fetchSize>
		    <ns2:debugInfoOnStackTrace>true</ns2:debugInfoOnStackTrace>
		    <ns2:inListPadding>false</ns2:inListPadding>
		</settings>
]
""2017-04-17 22:28:51 [restartedMain] INFO  c.c.q.s.impl.dao.QuizQuestionDaoExt - Initializing JOOQ configuration
""2017-04-17 22:28:51 [restartedMain] INFO  c.c.q.s.i.ZymQuizAnswerSheetProcessor - Initializing Score Rules
""2017-04-17 22:28:51 [restartedMain] INFO  c.c.q.w.u.QuizAnswerSheetProcessorFactory - Initializing QuizAnswerSheetProcessors
""2017-04-17 22:28:51 [restartedMain] INFO  c.c.q.web.controller.QuizController - Start to initialize the questions MAP
""2017-04-17 22:28:51 [restartedMain] INFO  c.c.q.s.i.ZymQuizQuestionGenerator - Generating quiz ZYM's questions
""2017-04-17 22:28:51 [restartedMain] DEBUG c.c.q.s.impl.dao.QuizQuestionDaoExt - Fetching questions of QUIZ zym
""2017-04-17 22:28:51 [restartedMain] DEBUG c.c.q.s.impl.dao.QuizQuestionDaoExt - Fetched 3 QUIZ questions
""2017-04-17 22:28:51 [restartedMain] INFO  c.c.q.web.controller.QuizController - The questions MAP has been initialized
""2017-04-17 22:28:51 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@225a87e8, org.springframework.security.web.context.SecurityContextPersistenceFilter@16309151, org.springframework.security.web.header.HeaderWriterFilter@69e90581, org.springframework.security.web.csrf.CsrfFilter@59e51cbc, org.springframework.security.web.authentication.logout.LogoutFilter@5ebce2bf, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@6a957c24, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@13fac9cf, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@321e133c, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@47659f16, org.springframework.security.web.session.SessionManagementFilter@67c161e9, org.springframework.security.web.access.ExceptionTranslationFilter@ea16ddd, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1213d8e6]
""2017-04-17 22:28:51 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
""2017-04-17 22:28:51 [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
""2017-04-17 22:28:51 [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'dataSource' has been autodetected for JMX exposure
""2017-04-17 22:28:51 [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located MBean 'dataSource': registering with JMX server as MBean [org.apache.commons.dbcp2:name=dataSource,type=BasicDataSource]
""2017-04-17 22:28:51 [restartedMain] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8080 (http)
""2017-04-17 22:28:51 [restartedMain] INFO  c.c.q.web.config.QuizWarApplication - Started QuizWarApplication in 1.069 seconds (JVM running for 242.916)
""2017-04-17 22:28:55 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
""2017-04-17 22:28:55 [http-nio-8080-exec-1] INFO  c.c.q.web.controller.QuizController - User name is user
""2017-04-17 22:28:55 [http-nio-8080-exec-1] DEBUG c.c.q.web.controller.QuizController - display Zhi Ye Mao quiz ......
""2017-04-17 22:28:55 [http-nio-8080-exec-1] DEBUG c.c.q.web.controller.QuizController - Question size is 3
""2017-04-17 22:29:04 [http-nio-8080-exec-2] INFO  c.c.q.web.controller.QuizController - User name is user
""2017-04-17 22:29:04 [http-nio-8080-exec-2] DEBUG c.c.q.web.controller.QuizController - display Zhi Ye Mao quiz ......
""2017-04-17 22:29:04 [http-nio-8080-exec-2] DEBUG c.c.q.web.controller.QuizController - Question size is 3
""2017-04-17 22:29:20 [http-nio-8080-exec-4] DEBUG c.c.q.web.controller.QuizController - The request is /login
""2017-04-17 22:29:20 [http-nio-8080-exec-4] DEBUG c.c.q.s.i.a.DefaultSecurityService - Auto login user successfully!
""2017-04-17 22:29:20 [http-nio-8080-exec-5] INFO  c.c.q.web.controller.QuizController - User name is user
""2017-04-17 22:29:20 [http-nio-8080-exec-5] DEBUG c.c.q.web.controller.QuizController - display Zhi Ye Mao quiz ......
""2017-04-17 22:29:20 [http-nio-8080-exec-5] DEBUG c.c.q.web.controller.QuizController - Question size is 3
""2017-04-17 22:40:16 [Thread-10] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Closing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@15bf1bbc: startup date [Mon Apr 17 22:28:51 CST 2017]; root of context hierarchy
""2017-04-17 22:40:16 [Thread-10] INFO  o.s.j.e.a.AnnotationMBeanExporter - Unregistering JMX-exposed beans on shutdown
""2017-04-17 22:40:16 [Thread-10] INFO  o.s.j.e.a.AnnotationMBeanExporter - Unregistering JMX-exposed beans
""2017-04-17 22:40:16 [Thread-10] WARN  o.a.commons.dbcp2.BasicDataSource - Failed to unregister the JMX name: org.apache.commons.dbcp2:name=dataSource,type=BasicDataSource
